courseId,courseTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,haveProfQual,isRegulated,awrBodyName,awrBodyQualName
266994,End of Life Care - CPD Accredited,https://www.reed.co.uk/courses/end-of-life-care-cpd-accredited/266994#/courses/discount?pageno=5&sortby=MostPopular,One Education,28,28 students purchased this course,10.0,199.0,yes,no,no,missing,missing
267227,Proofreading & Copyediting - CPD Accredited,https://www.reed.co.uk/courses/proofreading-copyediting-cpd-accredited/267227#/courses/discount?pageno=5&sortby=MostPopular,One Education,31,31 students purchased this course,22.0,199.0,yes,no,no,missing,missing
267557,Enseña Español En El Extranjero (ELE) - Spanish Teaching Training Course,https://www.reed.co.uk/courses/ensea-espaol-en-el-extranjero-ele-spanish-teaching-training-course/267557#/courses/discount?pageno=5&sortby=MostPopular,International Open Academy,20,20 students purchased this course,12.0,99.0,yes,no,no,missing,missing
229306,Beauty Course,https://www.reed.co.uk/courses/beauty-course/229306#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,128,128 students purchased this course,10.0,390.0,no,yes,no,ABC Awards,Level 3 Certificate Beauty (Certificate of Achievement)
230556,Diploma in Psychology,https://www.reed.co.uk/courses/diploma-in-psychology/230556#/courses/discount?pageno=5&sortby=MostPopular,Janets,78,78 students purchased this course,16.0,289.0,no,no,no,missing,missing
230578,Diploma in Hairdressing - CPD Certified,https://www.reed.co.uk/courses/diploma-in-hairdressing-cpd-certified/230578#/courses/discount?pageno=5&sortby=MostPopular,Janets,294,294 students purchased this course,18.0,289.0,yes,no,no,missing,missing
230744,Customer Service ,https://www.reed.co.uk/courses/customer-service/230744#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,64,64 students purchased this course,10.0,1100.0,yes,yes,no,ABC Awards,Level 7 Diploma Customer Service (Certificate of achievement)
233639,School Administrator Training - CPD Accredited,https://www.reed.co.uk/courses/school-administrator-training-cpd-accredited/233639#/courses/discount?pageno=5&sortby=MostPopular,One Education,131,131 students purchased this course,18.0,199.0,yes,no,no,missing,missing
236786,Beauty Therapy Level 5,https://www.reed.co.uk/courses/beauty-therapy-level-5/236786#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,95,95 students purchased this course,15.0,760.0,yes,yes,no,ABC Awards,Level 5 Diploma Beauty Therapy (Certificate of achievement)
69413,Floristry and Flower Arranging Diploma – CPD Certified,https://www.reed.co.uk/courses/floristry-and-flower-arranging-diploma--cpd-certified/69413#/courses/discount?pageno=5&sortby=MostPopular,Be-a.co.uk,491,491 students purchased this course,69.0,299.0,yes,no,no,missing,missing
72390,Recruitment Consultant Diploma – CPD Certified,https://www.reed.co.uk/courses/recruitment-consultant-diploma--cpd-certified/72390#/courses/discount?pageno=5&sortby=MostPopular,Be-a.co.uk,940,940 students purchased this course,34.0,299.0,yes,no,no,missing,missing
239230,Health Care Management Training,https://www.reed.co.uk/courses/health-care-management-training/239230#/courses/discount?pageno=5&sortby=MostPopular,Janets,18,18 students purchased this course,14.0,287.0,no,no,no,missing,missing
74977,Control & Administration of Medicines (Level 3) CPD Accredited Course,https://www.reed.co.uk/courses/control-administration-of-medicines-level-3-cpd-accredited-course/74977#/courses/discount?pageno=5&sortby=MostPopular,Learning 247,66,66 students purchased this course,10.0,15.0,yes,no,no,missing,missing
81309,Food Safety Level 2 in Simplified Chinese,https://www.reed.co.uk/courses/food-safety-level-2-in-simplified-chinese/81309#/courses/discount?pageno=5&sortby=MostPopular,The Training Terminal,101,101 students purchased this course,12.0,30.0,no,no,no,missing,missing
96809,Bike Maintenance - CPD Certified ,https://www.reed.co.uk/courses/bike-maintenance-cpd-certified/96809#/courses/discount?pageno=5&sortby=MostPopular,International Open Academy,166,166 students purchased this course,10.0,119.0,yes,no,no,missing,missing
97843,Wedding Planning Level 5,https://www.reed.co.uk/courses/wedding-planning-level-5/97843#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,77,77 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Wedding Planning (Certificate of Achievement)
97941,Travel & Tourism Level 2 Course,https://www.reed.co.uk/courses/travel-tourism-level-2-course/97941#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,302,302 students purchased this course,10.0,340.0,no,yes,no,ABC Awards,Level 2 Certificate Travel & Tourism (Certificate of Achievement)
104516,Private Investigating Diploma,https://www.reed.co.uk/courses/private-investigating-diploma/104516#/courses/discount?pageno=5&sortby=MostPopular,Elearn College,324,324 students purchased this course,19.0,199.0,no,no,no,missing,missing
187736,Teaching: Primary School Teaching Bundle,https://www.reed.co.uk/courses/teaching-primary-school-teaching-bundle/187736#/courses/discount?pageno=5&sortby=MostPopular,OfCourse,224,224 students purchased this course,29.0,215.0,no,no,no,missing,missing
249315,Hotel Receptionist ,https://www.reed.co.uk/courses/hotel-receptionist/249315#/courses/discount?pageno=5&sortby=MostPopular,Oxford Home Study College,63,63 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Hotel Receptionist (Certificate of Achievement)
249348,Lash Lift and Tint Training Course - CPD Accredited,https://www.reed.co.uk/courses/lash-lift-and-tint-training-course-cpd-accredited/249348#/courses/discount?pageno=5&sortby=MostPopular,One Education,71,71 students purchased this course,16.0,199.0,yes,no,no,missing,missing
191938,Diet and Nutrition -  Nutrition Science ,https://www.reed.co.uk/courses/diet-and-nutrition-nutrition-science/191938#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,62,62 students purchased this course,12.0,199.0,yes,no,no,missing,missing
250171,Construction Site Management,https://www.reed.co.uk/courses/construction-site-management/250171#/courses/discount?pageno=5&sortby=MostPopular,Staff Training Solutions,46,46 students purchased this course,10.0,395.0,no,yes,no,ABC Awards,Level 3 Certificate Construction Site Management (Certificate of Achievement)
192744,Construction ,https://www.reed.co.uk/courses/construction/192744#/courses/discount?pageno=5&sortby=MostPopular,Staff Training Solutions,98,98 students purchased this course,10.0,395.0,no,yes,no,ABC Awards,Level 3 Certificate Construction Management (Certificate of Achievement)
192930,Documentation and Record Keeping - Level 2 - Online Course - CPD Accredited,https://www.reed.co.uk/courses/documentation-and-record-keeping-level-2-online-course-cpd-accredited/192930#/courses/discount?pageno=5&sortby=MostPopular,Mandatory Training Group,219,219 students purchased this course,15.75,19.99,yes,no,no,missing,missing
192938,Change Management,https://www.reed.co.uk/courses/change-management/192938#/courses/discount?pageno=5&sortby=MostPopular,Staff Training Solutions,69,69 students purchased this course,10.0,395.0,no,yes,no,ABC Awards,Level 3 Certificate Change Management (Certificate of Achievement)
193193,Human Biology Diploma ,https://www.reed.co.uk/courses/human-biology-diploma/193193#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,112,112 students purchased this course,29.0,249.0,yes,no,no,missing,missing
193197,Mastering Counselling  ,https://www.reed.co.uk/courses/mastering-counselling/193197#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,62,62 students purchased this course,12.0,199.0,yes,no,no,missing,missing
197582,Environmental Management ,https://www.reed.co.uk/courses/environmental-management/197582#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,72,72 students purchased this course,10.0,560.0,yes,yes,no,ABC Awards,Level 4 Diploma Environmental Management Diploma  (Certificate of achievement)
201880,PRINCE2® Foundation with Foundation Exam,https://www.reed.co.uk/courses/prince2-foundation-with-foundation-exam/201880#/courses/discount?pageno=5&sortby=MostPopular,e-Careers,33,33 students enquired about this course,225.0,525.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation
216681,Train the Trainer – Online CPD Accredited Training Course,https://www.reed.co.uk/courses/train-the-trainer--online-cpd-accredited-training-course/216681#/courses/discount?pageno=5&sortby=MostPopular,Imperium Edge,78,78 students purchased this course,16.49,19.99,yes,no,no,missing,missing
221477,Sports Massage Course,https://www.reed.co.uk/courses/sports-massage-course/221477#/courses/discount?pageno=5&sortby=MostPopular,e-Careers.Lifestyle,95,95 students purchased this course,19.0,200.0,no,no,no,missing,missing
264322,HACCP Level 3 Food Safety,https://www.reed.co.uk/courses/haccp-level-3-food-safety/264322#/courses/discount?pageno=5&sortby=MostPopular,Training Express Ltd,43,43 students purchased this course,19.0,125.0,yes,no,no,missing,missing
266795,"HR | Leading, Managing and Developing People | Advanced Award Level 7",https://www.reed.co.uk/courses/hr--leading-managing-and-developing-people--advanced-award-level-7/266795#/courses/discount?pageno=5&sortby=MostPopular,Inspire London College Ltd,29,29 students purchased this course,42.0,1900.0,no,yes,no,missing,Level 7 Diploma in HR Management
267525,Medical Law And Ethics Diploma,https://www.reed.co.uk/courses/medical-law-and-ethics-diploma/267525#/courses/discount?pageno=5&sortby=MostPopular,Elearn College,9,9 students purchased this course,19.0,199.0,no,no,no,missing,missing
226733,Hospitality Basics Level 1 Course,https://www.reed.co.uk/courses/hospitality-basics-level-1-course/226733#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,78,78 students purchased this course,10.0,140.0,no,yes,no,ABC Awards,Level 1 Certificate in Hospitality (Certificate of Achievement)
267837,Practice Nurse Level 3 - CPD Accredited,https://www.reed.co.uk/courses/practice-nurse-level-3-cpd-accredited/267837#/courses/discount?pageno=5&sortby=MostPopular,One Education,16,16 students purchased this course,14.0,199.0,yes,no,no,missing,missing
229439,HR Management,https://www.reed.co.uk/courses/hr-management/229439#/courses/discount?pageno=5&sortby=MostPopular,Oxford Home Study College,317,317 students purchased this course,10.0,385.0,no,yes,no,ABC Awards,Level 3 Certificate HR Management (Certificate of Achievement)
229504,Diploma in Forex Trading - CPD Certified,https://www.reed.co.uk/courses/diploma-in-forex-trading-cpd-certified/229504#/courses/discount?pageno=5&sortby=MostPopular,Janets,140,140 students purchased this course,18.0,325.0,yes,no,no,missing,missing
237753,Dog Grooming Diploma,https://www.reed.co.uk/courses/dog-grooming-diploma/237753#/courses/discount?pageno=5&sortby=MostPopular,Harley Oxford,101,101 students purchased this course,10.0,199.0,yes,no,no,missing,missing
72230,Diploma in Office Admin and Reception - Level 3,https://www.reed.co.uk/courses/diploma-in-office-admin-and-reception-level-3/72230#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,617,617 students purchased this course,69.0,339.0,yes,no,no,missing,missing
76433,Interior Design and Home Styling - CPD Certified,https://www.reed.co.uk/courses/interior-design-and-home-styling-cpd-certified/76433#/courses/discount?pageno=5&sortby=MostPopular,Trendimi,298,298 students purchased this course,10.0,119.0,yes,no,no,missing,missing
243635,Emotional Intelligence,https://www.reed.co.uk/courses/emotional-intelligence/243635#/courses/discount?pageno=5&sortby=MostPopular,UK Professional Development Academy LTD,60,60 students purchased this course,20.0,395.0,yes,no,no,missing,missing
244088,Microsoft Excel - CPD Certified,https://www.reed.co.uk/courses/microsoft-excel-cpd-certified/244088#/courses/discount?pageno=5&sortby=MostPopular,International Open Academy,153,153 students purchased this course,10.0,99.0,yes,no,no,missing,missing
244126,Housekeeping Course,https://www.reed.co.uk/courses/housekeeping-course/244126#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,54,54 students purchased this course,10.0,180.0,no,yes,no,ABC Awards,Level 1 Certificate Housekeeping (Certificate of achievement)
98441,Cognitive Behavioural Therapy Course,https://www.reed.co.uk/courses/cognitive-behavioural-therapy-course/98441#/courses/discount?pageno=5&sortby=MostPopular,Renaissance Life Therapies of Harley Street London,182,182 students purchased this course,10.0,200.0,yes,no,no,missing,missing
245519,Marketing,https://www.reed.co.uk/courses/marketing/245519#/courses/discount?pageno=5&sortby=MostPopular,Staff Training Solutions,24,24 students purchased this course,10.0,860.0,no,yes,no,ABC Awards,Level 6 Diploma Marketing Diploma (Certificate of Achievement)
247195,Office Management,https://www.reed.co.uk/courses/office-management/247195#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,166,166 students purchased this course,10.0,760.0,yes,yes,no,ABC Awards,Level 5 Diploma Office Management (Certificate of achievement)
247459,Warehouse Management,https://www.reed.co.uk/courses/warehouse-management/247459#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,46,46 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Warehouse Management (Certificate of Achievement)
191946,Baking - Baking & Cake Decorating Diploma – Level 3,https://www.reed.co.uk/courses/baking-baking-cake-decorating-diploma--level-3/191946#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,151,151 students purchased this course,37.0,239.0,yes,no,no,missing,missing
192414,All in One Day Mandatory Training – 30 CPD Accredited CSTF Aligned E-Learning Courses,https://www.reed.co.uk/courses/all-in-one-day-mandatory-training--30-cpd-accredited-cstf-aligned-e-learning-courses/192414#/courses/discount?pageno=5&sortby=MostPopular,Imperium Edge,86,86 students purchased this course,29.49,49.99,yes,no,no,missing,missing
250115,Lash and Brow Specialist Training Package - CPD Accredited,https://www.reed.co.uk/courses/lash-and-brow-specialist-training-package-cpd-accredited/250115#/courses/discount?pageno=5&sortby=MostPopular,One Education,86,86 students purchased this course,14.0,199.0,yes,no,no,missing,missing
255195,Wedding Planner Course Level 5,https://www.reed.co.uk/courses/wedding-planner-course-level-5/255195#/courses/discount?pageno=5&sortby=MostPopular,Course Gate,42,42 students purchased this course,10.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Wedding Planner  (Certificate of Achievement)
201474,Digestion and Detoxification,https://www.reed.co.uk/courses/digestion-and-detoxification/201474#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,4,4 students purchased this course,10.0,40.0,no,no,no,missing,missing
260237,Operations Management Level 5 Diploma + Crisis Management Course,https://www.reed.co.uk/courses/operations-management-level-5-diploma--crisis-management-course/260237#/courses/discount?pageno=5&sortby=MostPopular,Course Gate,45,45 students purchased this course,15.0,300.0,yes,yes,no,ABC Awards,Level 5 Diploma  Operations Management (Certificate of Achievement)
212876,Diploma in Professional Reflexology,https://www.reed.co.uk/courses/diploma-in-professional-reflexology/212876#/courses/discount?pageno=5&sortby=MostPopular,Study365,67,67 students purchased this course,29.0,199.0,yes,no,no,missing,missing
223473,CACHE Level 3 Award in Health and Social Care,https://www.reed.co.uk/courses/cache-level-3-award-in-health-and-social-care/223473#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,87,87 students purchased this course,49.0,249.0,no,yes,yes,"Council for Awards in Care, Health and Education",Level 3 Award in Health and Social Care (VRQ)
266395,Certificate in English Legal System - Level 3,https://www.reed.co.uk/courses/certificate-in-english-legal-system-level-3/266395#/courses/discount?pageno=5&sortby=MostPopular,Study365,9,9 students purchased this course,12.0,79.0,no,yes,no,ABC Awards,Level 3 Certificate in English Legal System
266860,Diploma in Commercial Law - Level 3,https://www.reed.co.uk/courses/diploma-in-commercial-law-level-3/266860#/courses/discount?pageno=5&sortby=MostPopular,1 Training,19,19 students purchased this course,10.0,349.0,no,yes,no,ABC Awards,Level 3 Diploma in Commercial Law
267265,COSHH Training,https://www.reed.co.uk/courses/coshh-training/267265#/courses/discount?pageno=5&sortby=MostPopular,Training Express Ltd,16,16 students purchased this course,10.0,30.0,yes,no,no,missing,missing
228184,Criminal Psychology Course - CPD Certified,https://www.reed.co.uk/courses/criminal-psychology-course-cpd-certified/228184#/courses/discount?pageno=5&sortby=MostPopular,International Open Academy,134,134 students purchased this course,12.0,99.0,yes,no,no,missing,missing
269372,Interior Design,https://www.reed.co.uk/courses/interior-design/269372#/courses/discount?pageno=5&sortby=MostPopular,Course Gate,12,12 students purchased this course,10.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Interior Design (Certificate of Achievement)
233566,Advanced Diploma in Dog Grooming – Level 3 ,https://www.reed.co.uk/courses/advanced-diploma-in-dog-grooming--level-3/233566#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,51,51 students purchased this course,29.0,429.0,no,yes,no,ABC Awards,Level 3 Diploma in Dog Grooming
233621,SEO and Digital Media Marketing Diploma - CPD Accredited,https://www.reed.co.uk/courses/seo-and-digital-media-marketing-diploma-cpd-accredited/233621#/courses/discount?pageno=5&sortby=MostPopular,One Education,383,383 students purchased this course,14.0,199.0,yes,no,no,missing,missing
233698,Diploma in Lean Process and Six Sigma - CPD Accredited,https://www.reed.co.uk/courses/diploma-in-lean-process-and-six-sigma-cpd-accredited/233698#/courses/discount?pageno=5&sortby=MostPopular,One Education,128,128 students purchased this course,15.0,199.0,yes,no,no,missing,missing
28757,CIPD Level 5 Intermediate Diploma in HR Management | HR,https://www.reed.co.uk/courses/cipd-level-5-intermediate-diploma-in-hr-management--hr/28757#/courses/discount?pageno=5&sortby=MostPopular,ICS Learn,875,875 students enquired about this course,2400.0,3200.0,no,yes,no,Chartered Institute of Personnel and Development,Level 5 Diploma in Human Resource Management (QCF) Intermediate Diploma CIPD Level 5
56820,Accounting | AAT Level 3 (Advanced) and Level 4 (Professional) Diploma,https://www.reed.co.uk/courses/accounting--aat-level-3-advanced-and-level-4-professional-diploma/56820#/courses/discount?pageno=5&sortby=MostPopular,ICS Learn,275,275 students enquired about this course,1223.0,1439.0,no,yes,yes,Association of Accounting Technicians,AAT Level 4 Diploma in Accounting (QCF) AAT Level 3 Dimploma in Accounting (QFC)
68146,CompTIA A+ 220-1001 and 1002 (NEW 2019),https://www.reed.co.uk/courses/comptia-a-220-1001-and-1002-new-2019/68146#/courses/discount?pageno=5&sortby=MostPopular,Simply Cert,213,213 students purchased this course,39.0,995.0,no,yes,no,CompTIA,CompTIA A+
69131,Certified Online Nutrition Course - Level 3,https://www.reed.co.uk/courses/certified-online-nutrition-course-level-3/69131#/courses/discount?pageno=5&sortby=MostPopular,Diet Specialist,0,"1,328 students purchased this course",39.0,497.8,no,no,no,missing,missing
240443,Nursery Nurse Diploma Level 3 - CPD Accredited,https://www.reed.co.uk/courses/nursery-nurse-diploma-level-3-cpd-accredited/240443#/courses/discount?pageno=5&sortby=MostPopular,Course Gate,198,198 students purchased this course,16.0,175.0,yes,no,no,missing,missing
78736,Special Educational Needs (SEN Teacher) - CPD Certified ,https://www.reed.co.uk/courses/special-educational-needs-sen-teacher-cpd-certified/78736#/courses/discount?pageno=5&sortby=MostPopular,International Open Academy,342,342 students purchased this course,10.0,119.0,yes,no,no,missing,missing
81249,Hotel Revenue Management Course,https://www.reed.co.uk/courses/hotel-revenue-management-course/81249#/courses/discount?pageno=5&sortby=MostPopular,The Training Terminal,145,145 students purchased this course,29.0,118.8,yes,no,no,missing,missing
243836,"Admin, secretarial & PA Level 3",https://www.reed.co.uk/courses/admin-secretarial-pa-level-3/243836#/courses/discount?pageno=5&sortby=MostPopular,UK Professional Development Academy LTD,131,131 students purchased this course,10.0,495.0,yes,no,no,missing,missing
244156,MSP® Foundation and Practitioner e-learning with Practitioner Accredited Exam,https://www.reed.co.uk/courses/msp-foundation-and-practitioner-e-learning-with-practitioner-accredited-exam/244156#/courses/discount?pageno=5&sortby=MostPopular,Balance Global,81,81 students enquired about this course,395.0,779.0,no,yes,no,Axelos (accredited by PEOPLECERT),Managing Successful Programmes (MSP) Practitioner
95424,SAP FICO (Finance and Controlling),https://www.reed.co.uk/courses/sap-fico-finance-and-controlling/95424#/courses/discount?pageno=5&sortby=MostPopular,Uplatz,78,78 students purchased this course,10.0,100.0,no,no,no,missing,missing
244597,Microsoft Excel Training,https://www.reed.co.uk/courses/microsoft-excel-training/244597#/courses/discount?pageno=5&sortby=MostPopular,Uplatz,74,74 students purchased this course,10.0,100.0,no,no,no,missing,missing
244902,Team Leader,https://www.reed.co.uk/courses/team-leader/244902#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,85,85 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Team Leader (Certificate of Achievement)
