courseId,courseTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,haveProfQual,isRegulated,awrBodyName,awrBodyQualName
262857,Housing Officer Training - CPD Accredited,https://www.reed.co.uk/courses/housing-officer-training-cpd-accredited/262857#/courses/discount?pageno=3&sortby=MostPopular,One Education,82,82 students purchased this course,18.0,199.0,yes,no,no,missing,missing
266428,Certificate in Electrical Wiring – Level 3,https://www.reed.co.uk/courses/certificate-in-electrical-wiring--level-3/266428#/courses/discount?pageno=3&sortby=MostPopular,Study365,80,80 students purchased this course,12.0,79.0,no,yes,no,ABC Awards,Level 3 Certificate in Electrical Wiring
267070,Business Development ,https://www.reed.co.uk/courses/business-development/267070#/courses/discount?pageno=3&sortby=MostPopular,Oxford Home Study College,64,64 students purchased this course,10.0,1050.0,no,yes,no,ABC Awards,Level 7 Diploma Business Development (Endorsed Certificate)
267141,Designated Safeguarding Lead (DSL) - CPD Accredited,https://www.reed.co.uk/courses/designated-safeguarding-lead-dsl-cpd-accredited/267141#/courses/discount?pageno=3&sortby=MostPopular,One Education,45,45 students purchased this course,15.0,199.0,yes,no,no,missing,missing
226754,Hospitality Management ,https://www.reed.co.uk/courses/hospitality-management/226754#/courses/discount?pageno=3&sortby=MostPopular,Brentwood Open learning College,138,138 students purchased this course,14.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Hotel Management (Certificate of Achievement)
227875,CIPD Level 5 Intermediate Certificate in HR Management | HR,https://www.reed.co.uk/courses/cipd-level-5-intermediate-certificate-in-hr-management--hr/227875#/courses/discount?pageno=3&sortby=MostPopular,ICS Learn,386,386 students enquired about this course,2400.0,2900.0,no,yes,no,Chartered Institute of Personnel and Development,Level 5 Certificate in Human Resource Management (QCF)
230768,Event Management,https://www.reed.co.uk/courses/event-management/230768#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,120,120 students purchased this course,29.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma Event Management (Certificate of achievement)
245132,Project Management : Six Sigma ,https://www.reed.co.uk/courses/project-management--six-sigma/245132#/courses/discount?pageno=3&sortby=MostPopular,Brentwood Open learning College,326,326 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Project Management : Six Sigma (Certificate of Achievement)
246952,PRINCE2 6th Edition Foundation & Practitioner with Exam Voucher,https://www.reed.co.uk/courses/prince2-6th-edition-foundation-practitioner-with-exam-voucher/246952#/courses/discount?pageno=3&sortby=MostPopular,Good E-Learning,61,61 students enquired about this course,575.28,958.8,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation & Practitioner
196138,UK Employment Law Diploma - CPD Certified,https://www.reed.co.uk/courses/uk-employment-law-diploma-cpd-certified/196138#/courses/discount?pageno=3&sortby=MostPopular,Be-a.co.uk,0,"1,025 students purchased this course",16.0,299.0,yes,no,no,missing,missing
251941,British Sign Language Course Bundle,https://www.reed.co.uk/courses/british-sign-language-course-bundle/251941#/courses/discount?pageno=3&sortby=MostPopular,Study365,188,188 students purchased this course,19.0,289.0,yes,no,no,missing,missing
259704,Motorcycle Mechanic Training - CPD Accredited,https://www.reed.co.uk/courses/motorcycle-mechanic-training-cpd-accredited/259704#/courses/discount?pageno=3&sortby=MostPopular,One Education,118,118 students purchased this course,14.0,199.0,yes,no,no,missing,missing
220996,Level 2 Certificate in Gardening and Landscaping,https://www.reed.co.uk/courses/level-2-certificate-in-gardening-and-landscaping/220996#/courses/discount?pageno=3&sortby=MostPopular,Infinity Learning,135,135 students purchased this course,12.0,249.0,yes,no,no,missing,missing
264320,Fire Safety Training Course,https://www.reed.co.uk/courses/fire-safety-training-course/264320#/courses/discount?pageno=3&sortby=MostPopular,Training Express Ltd,34,34 students purchased this course,10.0,35.0,yes,no,no,missing,missing
224579,Digital Marketing Diploma,https://www.reed.co.uk/courses/digital-marketing-diploma/224579#/courses/discount?pageno=3&sortby=MostPopular,Inspire London College Ltd,171,171 students purchased this course,10.0,595.0,no,yes,no,Training Qualifications UK Ltd,Level 4 Diploma Digital Marketing (Endorsed Diploma)
268592,PA - Personal Assistant Course,https://www.reed.co.uk/courses/pa-personal-assistant-course/268592#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,26,26 students purchased this course,10.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma PA (Personal Assistant) endorsed certificate
74831,Microsoft Excel Course (CPD Accredited),https://www.reed.co.uk/courses/microsoft-excel-course-cpd-accredited/74831#/courses/discount?pageno=3&sortby=MostPopular,Excel with Business,0,"1,307 students purchased this course",15.0,59.0,yes,no,no,missing,missing
245041,Diet and Nutrition ,https://www.reed.co.uk/courses/diet-and-nutrition/245041#/courses/discount?pageno=3&sortby=MostPopular,Oxford Home Study College,478,478 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Diet and Nutrition (Certificate of Achievement)
104434,Bereavement and Grief Counselling Diploma,https://www.reed.co.uk/courses/bereavement-and-grief-counselling-diploma/104434#/courses/discount?pageno=3&sortby=MostPopular,Elearn College,599,599 students purchased this course,19.0,199.0,no,no,no,missing,missing
199379,Accounting Course,https://www.reed.co.uk/courses/accounting-course/199379#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,408,408 students purchased this course,10.0,180.0,yes,yes,no,ABC Awards,Level 1 Certificate Accounting (Certificate of achievement)
216730,"Introduction To Coding With HTML, CSS, & Javascript",https://www.reed.co.uk/courses/introduction-to-coding-with-html-css-javascript/216730#/courses/discount?pageno=3&sortby=MostPopular,International Open Academy,181,181 students purchased this course,12.0,119.0,no,no,no,missing,missing
226734,Online Stock Trading Course,https://www.reed.co.uk/courses/online-stock-trading-course/226734#/courses/discount?pageno=3&sortby=MostPopular,Wappo Learning,134,134 students purchased this course,19.0,200.0,no,no,no,missing,missing
228306,Estate Agent and Property Developer Diploma - CPD Certified,https://www.reed.co.uk/courses/estate-agent-and-property-developer-diploma-cpd-certified/228306#/courses/discount?pageno=3&sortby=MostPopular,Janets,381,381 students purchased this course,14.0,325.0,yes,no,no,missing,missing
236251,Diploma in Medical Secretary - CPD Accredited,https://www.reed.co.uk/courses/diploma-in-medical-secretary-cpd-accredited/236251#/courses/discount?pageno=3&sortby=MostPopular,One Education,410,410 students purchased this course,14.0,199.0,yes,no,no,missing,missing
237349,EYFS and Phonics Teaching Diploma  - CPD Accredited,https://www.reed.co.uk/courses/eyfs-and-phonics-teaching-diploma-cpd-accredited/237349#/courses/discount?pageno=3&sortby=MostPopular,One Education,231,231 students purchased this course,14.0,199.0,yes,no,no,missing,missing
57653,Copywriting course  (Level 4 Diploma) ,https://www.reed.co.uk/courses/copywriting-course-level-4-diploma/57653#/courses/discount?pageno=3&sortby=MostPopular,College of Media and Publishing,823,823 students enquired about this course,296.7,494.5,yes,yes,no,ABC Awards,Level 4 Certificate in Copywriting
76531,Holistic Therapist Accredited Course - CPD Certified,https://www.reed.co.uk/courses/holistic-therapist-accredited-course-cpd-certified/76531#/courses/discount?pageno=3&sortby=MostPopular,Trendimi,208,208 students purchased this course,12.0,99.0,yes,no,no,missing,missing
82323,Legal Secretary Course,https://www.reed.co.uk/courses/legal-secretary-course/82323#/courses/discount?pageno=3&sortby=MostPopular,Study365,533,533 students purchased this course,25.0,249.0,yes,no,no,missing,missing
250380,First Aid at Work - CPD Accredited,https://www.reed.co.uk/courses/first-aid-at-work-cpd-accredited/250380#/courses/discount?pageno=3&sortby=MostPopular,One Education,114,114 students purchased this course,10.0,199.0,yes,no,no,missing,missing
255171,Copywriting Course Level 4,https://www.reed.co.uk/courses/copywriting-course-level-4/255171#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,192,192 students purchased this course,13.99,300.0,no,yes,no,ABC Awards,Level 4 Diploma Copywriting (Certificate of Achievement)
202931,Plumbing Training ,https://www.reed.co.uk/courses/plumbing-training/202931#/courses/discount?pageno=3&sortby=MostPopular,Global Edulink,111,111 students purchased this course,25.0,199.0,yes,no,no,missing,missing
264277,Teaching Assistant Level 2,https://www.reed.co.uk/courses/teaching-assistant-level-2/264277#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,48,48 students purchased this course,10.99,300.0,no,yes,no,ABC Awards,Level 2 Certificate Teaching Assistant (Certificate of Achievement)
266997,Counselling and Psychology - CPD Accredited ,https://www.reed.co.uk/courses/counselling-and-psychology-cpd-accredited/266997#/courses/discount?pageno=3&sortby=MostPopular,Janets,31,31 students purchased this course,10.0,149.0,yes,no,no,missing,missing
230296,Advanced Diploma in Office Administration - CPD Certified,https://www.reed.co.uk/courses/advanced-diploma-in-office-administration-cpd-certified/230296#/courses/discount?pageno=3&sortby=MostPopular,Janets,252,252 students purchased this course,10.0,399.0,yes,no,no,missing,missing
77007,Accredited Event Design and Styling (Event Management Course) - CPD Certified,https://www.reed.co.uk/courses/accredited-event-design-and-styling-event-management-course-cpd-certified/77007#/courses/discount?pageno=3&sortby=MostPopular,Eventtrix,255,255 students purchased this course,12.0,119.0,yes,no,no,missing,missing
245448,IT Security Diploma (Level 3),https://www.reed.co.uk/courses/it-security-diploma-level-3/245448#/courses/discount?pageno=3&sortby=MostPopular,UK Professional Development Academy LTD,104,104 students purchased this course,10.0,495.0,yes,no,no,missing,missing
247388,Medicinal Cannabis & CBD Oil Diploma Course,https://www.reed.co.uk/courses/medicinal-cannabis-cbd-oil-diploma-course/247388#/courses/discount?pageno=3&sortby=MostPopular,Centre of Excellence,130,130 students purchased this course,49.0,147.0,yes,no,no,missing,missing
192990,Safeguarding Vulnerable Adults - Level 1 - Online Course - CPD Accredited,https://www.reed.co.uk/courses/safeguarding-vulnerable-adults-level-1-online-course-cpd-accredited/192990#/courses/discount?pageno=3&sortby=MostPopular,Mandatory Training Group,147,147 students purchased this course,12.75,14.99,yes,no,no,missing,missing
199197,CMI Level 5 Diploma in Management and Leadership,https://www.reed.co.uk/courses/cmi-level-5-diploma-in-management-and-leadership/199197#/courses/discount?pageno=3&sortby=MostPopular,"School of Business, London",0,247 students enquired about this course,795.84,1989.6,no,yes,yes,Chartered Management Institute,Level 5 Diploma in Management and Leadership (RQF)
266901,Sports Coaching Diploma - CPD Accredited,https://www.reed.co.uk/courses/sports-coaching-diploma-cpd-accredited/266901#/courses/discount?pageno=3&sortby=MostPopular,One Education,50,50 students purchased this course,17.0,199.0,yes,no,no,missing,missing
268588,Transport Manager,https://www.reed.co.uk/courses/transport-manager/268588#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,4,4 students purchased this course,10.0,560.0,yes,yes,no,ABC Awards,Level 4 Diploma Transport Manger (Endorsed Certificate)
55369,"Adobe Photoshop, Illustrator & InDesign Master Online Training Bundle",https://www.reed.co.uk/courses/adobe-photoshop-illustrator-indesign-master-online-training-bundle/55369#/courses/discount?pageno=3&sortby=MostPopular,Learning 247,272,272 students purchased this course,57.0,240.0,no,yes,no,Adobe,"Adobe Certified Expert (ACE) – Adobe Photoshop : Plus multiple versions of Illustrator & InDesign, as well as design skills."
238076,Lettings Negotiator Diploma Level 3 - CPD Accredited,https://www.reed.co.uk/courses/lettings-negotiator-diploma-level-3-cpd-accredited/238076#/courses/discount?pageno=3&sortby=MostPopular,One Education,162,162 students purchased this course,17.0,199.0,yes,no,no,missing,missing
76401,The Ultimate Microsoft Office Online Bundle ,https://www.reed.co.uk/courses/the-ultimate-microsoft-office-online-bundle/76401#/courses/discount?pageno=3&sortby=MostPopular,Excel with Business,955,955 students purchased this course,49.0,413.0,yes,no,no,missing,missing
78726,Personal Assistant - (PA Training Course) - CPD Certified ,https://www.reed.co.uk/courses/personal-assistant-pa-training-course-cpd-certified/78726#/courses/discount?pageno=3&sortby=MostPopular,International Open Academy,366,366 students purchased this course,12.0,119.0,yes,no,no,missing,missing
245855,SENCO - Special Educational Needs Coordination Course - CPD Accredited,https://www.reed.co.uk/courses/senco-special-educational-needs-coordination-course-cpd-accredited/245855#/courses/discount?pageno=3&sortby=MostPopular,One Education,136,136 students purchased this course,15.0,199.0,yes,no,no,missing,missing
192972,Information Governance - Level 1 - Online Course - CPD Accredited ,https://www.reed.co.uk/courses/information-governance-level-1-online-course-cpd-accredited/192972#/courses/discount?pageno=3&sortby=MostPopular,Mandatory Training Group,197,197 students purchased this course,12.75,14.99,yes,no,no,missing,missing
250681,Professional Tattoo Artist - CPD Accredited,https://www.reed.co.uk/courses/professional-tattoo-artist-cpd-accredited/250681#/courses/discount?pageno=3&sortby=MostPopular,One Education,114,114 students purchased this course,13.0,199.0,yes,no,no,missing,missing
196424,Safeguarding Children Level 3 – Online Training Course – NHS Health & Care - UK Accredited,https://www.reed.co.uk/courses/safeguarding-children-level-3--online-training-course--nhs-health-care-uk-accredited/196424#/courses/discount?pageno=3&sortby=MostPopular,Mandatory Compliance,275,275 students purchased this course,15.0,24.99,yes,no,no,missing,missing
207087,HACCP Level 3 Food Safety,https://www.reed.co.uk/courses/haccp-level-3-food-safety/207087#/courses/discount?pageno=3&sortby=MostPopular,ECHO3 EDUCATION LIMITED,198,198 students purchased this course,70.0,100.0,yes,no,no,missing,missing
227507,Child Psychology Course,https://www.reed.co.uk/courses/child-psychology-course/227507#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,96,96 students purchased this course,10.0,140.0,no,yes,no,ABC Awards,Level 1 Award Child Psychology (Endorsed Certificate)
234901,Property Development Diploma - CPD Accredited,https://www.reed.co.uk/courses/property-development-diploma-cpd-accredited/234901#/courses/discount?pageno=3&sortby=MostPopular,One Education,206,206 students purchased this course,15.0,199.0,yes,no,no,missing,missing
81306,Food Safety Level 2 in Spanish,https://www.reed.co.uk/courses/food-safety-level-2-in-spanish/81306#/courses/discount?pageno=3&sortby=MostPopular,The Training Terminal,205,205 students purchased this course,12.0,30.0,no,no,no,missing,missing
244089,Master Herbalist Certificate (Alternative Medicine) - CPD Certified,https://www.reed.co.uk/courses/master-herbalist-certificate-alternative-medicine-cpd-certified/244089#/courses/discount?pageno=3&sortby=MostPopular,International Open Academy,116,116 students purchased this course,10.0,99.0,yes,no,no,missing,missing
244278,Health and Safety,https://www.reed.co.uk/courses/health-and-safety/244278#/courses/discount?pageno=3&sortby=MostPopular,UK Professional Development Academy LTD,85,85 students purchased this course,10.0,595.0,yes,no,no,missing,missing
244651,Mental Health and Young People Course and Certificate* ,https://www.reed.co.uk/courses/mental-health-and-young-people-course-and-certificate/244651#/courses/discount?pageno=3&sortby=MostPopular,eTeaching Academy,114,114 students purchased this course,24.0,199.99,yes,no,no,missing,missing
187536,Reiki Diploma - Level 1 to Master Level Certification - The CMA Accredited ,https://www.reed.co.uk/courses/reiki-diploma-level-1-to-master-level-certification-the-cma-accredited/187536#/courses/discount?pageno=3&sortby=MostPopular,Be-a.co.uk,290,290 students purchased this course,19.0,299.0,no,no,no,missing,missing
191574,Dog Socialization and Obedience Masterclass (Dog Training Course) - CPD Certified,https://www.reed.co.uk/courses/dog-socialization-and-obedience-masterclass-dog-training-course-cpd-certified/191574#/courses/discount?pageno=3&sortby=MostPopular,Holly and Hugo,149,149 students purchased this course,10.0,119.0,yes,no,no,missing,missing
250897,Diploma in Counselling Skills - Level 2,https://www.reed.co.uk/courses/diploma-in-counselling-skills-level-2/250897#/courses/discount?pageno=3&sortby=MostPopular,South London College,96,96 students purchased this course,39.0,299.0,no,yes,no,ABC Awards,Level 2 Diploma in Counselling Skills
196642,Change Management® Foundation and Practitioner e-learning with both Accredited Exams,https://www.reed.co.uk/courses/change-management-foundation-and-practitioner-e-learning-with-both-accredited-exams/196642#/courses/discount?pageno=3&sortby=MostPopular,Balance Global,312,312 students enquired about this course,553.0,1090.0,no,yes,no,APM Group Limited,Change Management Certification – Practitioner Level
255165,Diet and Nutrition Diploma Level 5,https://www.reed.co.uk/courses/diet-and-nutrition-diploma-level-5/255165#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,83,83 students purchased this course,10.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Diet and Nutrition (Certificate of Achievement)
255412,UK Tax Accounting Course,https://www.reed.co.uk/courses/uk-tax-accounting-course/255412#/courses/discount?pageno=3&sortby=MostPopular,Harley Oxford,91,91 students purchased this course,14.0,299.0,yes,no,no,missing,missing
266743,Level 5 Sales and Marketing,https://www.reed.co.uk/courses/level-5-sales-and-marketing/266743#/courses/discount?pageno=3&sortby=MostPopular,Inspire London College Ltd,32,32 students purchased this course,10.0,695.0,no,yes,no,Training Qualifications UK Ltd,Level 5 Diploma in Sales and Marketing (Endorsed Course)
267048,Compliance Management - CPD Accredited,https://www.reed.co.uk/courses/compliance-management-cpd-accredited/267048#/courses/discount?pageno=3&sortby=MostPopular,One Education,39,39 students purchased this course,15.0,199.0,yes,no,no,missing,missing
267396,Paediatric First Aid Training,https://www.reed.co.uk/courses/paediatric-first-aid-training/267396#/courses/discount?pageno=3&sortby=MostPopular,Training Express Ltd,19,19 students purchased this course,10.0,50.0,yes,no,no,missing,missing
227961,Business Management,https://www.reed.co.uk/courses/business-management/227961#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,65,65 students purchased this course,29.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma Business Management (Certificate of achievement)
267986,CAD Designer Training - CPD Accredited,https://www.reed.co.uk/courses/cad-designer-training-cpd-accredited/267986#/courses/discount?pageno=3&sortby=MostPopular,One Education,27,27 students purchased this course,17.0,199.0,yes,no,no,missing,missing
268086,Payroll,https://www.reed.co.uk/courses/payroll/268086#/courses/discount?pageno=3&sortby=MostPopular,UK Professional Development Academy LTD,20,20 students purchased this course,22.0,450.0,yes,no,no,missing,missing
230595,Diploma in Poultry Farming - CPD Certified,https://www.reed.co.uk/courses/diploma-in-poultry-farming-cpd-certified/230595#/courses/discount?pageno=3&sortby=MostPopular,Janets,143,143 students purchased this course,18.0,299.0,yes,no,no,missing,missing
233898,Functional Maths Training Course - CPD Accredited,https://www.reed.co.uk/courses/functional-maths-training-course-cpd-accredited/233898#/courses/discount?pageno=3&sortby=MostPopular,One Education,335,335 students purchased this course,15.0,199.0,yes,no,no,missing,missing
21770,Proofreading & copy editing course (Level 4 Diploma),https://www.reed.co.uk/courses/proofreading-copy-editing-course-level-4-diploma/21770#/courses/discount?pageno=3&sortby=MostPopular,College of Media and Publishing,4,"1,559 students enquired about this course",296.7,494.5,yes,yes,no,ABC Awards,Level 4 Certificate in Proofreading and editing
241844,Youth Work Certificate Level 2,https://www.reed.co.uk/courses/youth-work-certificate-level-2/241844#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,286,286 students purchased this course,15.0,175.0,yes,no,no,missing,missing
116062,CPR and First Aid Course - CPD Certified ,https://www.reed.co.uk/courses/cpr-and-first-aid-course-cpd-certified/116062#/courses/discount?pageno=3&sortby=MostPopular,International Open Academy,104,104 students purchased this course,10.0,119.0,yes,no,no,missing,missing
135254,Furniture Restoration Accredited Course - CPD Certified,https://www.reed.co.uk/courses/furniture-restoration-accredited-course-cpd-certified/135254#/courses/discount?pageno=3&sortby=MostPopular,Trendimi,327,327 students purchased this course,12.0,99.0,yes,no,no,missing,missing
173941,Microsoft Office,https://www.reed.co.uk/courses/microsoft-office/173941#/courses/discount?pageno=3&sortby=MostPopular,Study365,598,598 students purchased this course,29.0,499.0,yes,no,no,missing,missing
246581,Canine Behaviour and Psychology Level 3 - CPD Accredited,https://www.reed.co.uk/courses/canine-behaviour-and-psychology-level-3-cpd-accredited/246581#/courses/discount?pageno=3&sortby=MostPopular,One Education,84,84 students purchased this course,13.0,199.0,yes,no,no,missing,missing
193218,Diploma in Health and Wellbeing ,https://www.reed.co.uk/courses/diploma-in-health-and-wellbeing/193218#/courses/discount?pageno=3&sortby=MostPopular,Global Edulink,209,209 students purchased this course,37.0,249.0,yes,no,no,missing,missing
260607,Safeguarding Adults and Children - Level 2 - CPD Certified Online Course,https://www.reed.co.uk/courses/safeguarding-adults-and-children-level-2-cpd-certified-online-course/260607#/courses/discount?pageno=3&sortby=MostPopular,Mandatory Compliance,26,26 students purchased this course,19.99,49.99,yes,no,no,missing,missing
214451,Health and Safety,https://www.reed.co.uk/courses/health-and-safety/214451#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,74,74 students purchased this course,10.0,660.0,yes,yes,no,ABC Awards,Level 5 Diploma Health and Safety (Certificate of achievement)
218892,Speech and Language Therapy Course - Accredited Certification,https://www.reed.co.uk/courses/speech-and-language-therapy-course-accredited-certification/218892#/courses/discount?pageno=3&sortby=MostPopular,eTeaching Academy,479,479 students purchased this course,19.0,199.99,yes,no,no,missing,missing
236574,Business Administration Diploma Level 5,https://www.reed.co.uk/courses/business-administration-diploma-level-5/236574#/courses/discount?pageno=3&sortby=MostPopular,Oxford Home Study College,207,207 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Business Administration (Certificate of Achievement)
238066,Executive Mini MBA ,https://www.reed.co.uk/courses/executive-mini-mba/238066#/courses/discount?pageno=3&sortby=MostPopular,1 Training,182,182 students purchased this course,12.0,399.0,yes,no,no,missing,missing
238800,Nail Technician Diploma - CPD Certified,https://www.reed.co.uk/courses/nail-technician-diploma-cpd-certified/238800#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,185,185 students purchased this course,12.0,175.0,yes,no,no,missing,missing
241131,Paediatric First Aid Course - CPD Accredited,https://www.reed.co.uk/courses/paediatric-first-aid-course-cpd-accredited/241131#/courses/discount?pageno=3&sortby=MostPopular,One Education,344,344 students purchased this course,14.0,199.0,yes,no,no,missing,missing
120288,Teaching Phonics Course  - CPD Accredited,https://www.reed.co.uk/courses/teaching-phonics-course-cpd-accredited/120288#/courses/discount?pageno=3&sortby=MostPopular,Study with Excellence,598,598 students purchased this course,19.0,299.99,yes,no,no,missing,missing
127401,Executive Secretary and PA ,https://www.reed.co.uk/courses/executive-secretary-and-pa/127401#/courses/discount?pageno=3&sortby=MostPopular,1 Training,195,195 students purchased this course,10.0,349.0,yes,no,no,missing,missing
246682,Primary Teacher Training - CPD Accredited,https://www.reed.co.uk/courses/primary-teacher-training-cpd-accredited/246682#/courses/discount?pageno=3&sortby=MostPopular,One Education,144,144 students purchased this course,15.0,199.0,yes,no,no,missing,missing
247457,Warehouse Management,https://www.reed.co.uk/courses/warehouse-management/247457#/courses/discount?pageno=3&sortby=MostPopular,Oxford Home Study College,114,114 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Warehouse Management (Certificate of Achievement)
259677,Sage 50 Accounts & Payroll Administrator Training - CPD Accredited,https://www.reed.co.uk/courses/sage-50-accounts-payroll-administrator-training-cpd-accredited/259677#/courses/discount?pageno=3&sortby=MostPopular,One Education,200,200 students purchased this course,15.0,199.0,yes,no,no,missing,missing
211150,Hotel Management Course,https://www.reed.co.uk/courses/hotel-management-course/211150#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,59,59 students purchased this course,29.0,1100.0,yes,yes,no,ABC Awards,Level 7 Diploma Hotel Management (Certificate of achievement)
266388,Certificate In Childcare & Nannying - Level 3,https://www.reed.co.uk/courses/certificate-in-childcare-nannying-level-3/266388#/courses/discount?pageno=3&sortby=MostPopular,Study365,21,21 students purchased this course,12.0,79.0,no,yes,no,ABC Awards,Level 3 Certificate In Childcare & Nannying
226377,Crystal Healing Course - CPD Certified,https://www.reed.co.uk/courses/crystal-healing-course-cpd-certified/226377#/courses/discount?pageno=3&sortby=MostPopular,International Open Academy,150,150 students purchased this course,10.0,99.0,yes,no,no,missing,missing
233796,Anti-Money Laundering (AML) Training Course Level 3 - CPD Accredited,https://www.reed.co.uk/courses/anti-money-laundering-aml-training-course-level-3-cpd-accredited/233796#/courses/discount?pageno=3&sortby=MostPopular,One Education,419,419 students purchased this course,10.0,199.0,yes,no,no,missing,missing
241323,Airport Management Course - CPD Accredited,https://www.reed.co.uk/courses/airport-management-course-cpd-accredited/241323#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,142,142 students purchased this course,13.0,175.0,yes,no,no,missing,missing
97948,Customer Service ,https://www.reed.co.uk/courses/customer-service/97948#/courses/discount?pageno=4&sortby=MostPopular,Oxford Home Study College,184,184 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Customer Service (Certificate of Achievement)
245034,Mental Health Care Training - MCA & DOLS - CPD Accredited,https://www.reed.co.uk/courses/mental-health-care-training-mca-dols-cpd-accredited/245034#/courses/discount?pageno=4&sortby=MostPopular,One Education,165,165 students purchased this course,14.0,199.0,yes,no,no,missing,missing
245415,Learning and Development (CPD Accredited Diploma),https://www.reed.co.uk/courses/learning-and-development-cpd-accredited-diploma/245415#/courses/discount?pageno=4&sortby=MostPopular,UK Professional Development Academy LTD,71,71 students purchased this course,16.0,595.0,yes,no,no,missing,missing
247447,Life Coaching,https://www.reed.co.uk/courses/life-coaching/247447#/courses/discount?pageno=4&sortby=MostPopular,Brentwood Open learning College,193,193 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Life Coaching (Certificate of Achievement)
189465,HR & Payroll Diploma - CPD Certified,https://www.reed.co.uk/courses/hr-payroll-diploma-cpd-certified/189465#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,548,548 students purchased this course,49.0,598.0,yes,no,no,missing,missing
196486,PRINCE2® Foundation and Practitioner 6th Edition e-learning with both Accredited Exams,https://www.reed.co.uk/courses/prince2-foundation-and-practitioner-6th-edition-e-learning-with-both-accredited-exams/196486#/courses/discount?pageno=4&sortby=MostPopular,Balance Global,0,"1,144 students enquired about this course",559.0,799.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation & Practitioner PRINCE2
218875,Learning English GCSE Course - Accredited Certification,https://www.reed.co.uk/courses/learning-english-gcse-course-accredited-certification/218875#/courses/discount?pageno=4&sortby=MostPopular,eTeaching Academy,192,192 students purchased this course,19.0,349.99,yes,no,no,missing,missing
224107,Animal Behaviour and Psychology ,https://www.reed.co.uk/courses/animal-behaviour-and-psychology/224107#/courses/discount?pageno=4&sortby=MostPopular,Global Edulink,78,78 students purchased this course,12.0,199.0,yes,no,no,missing,missing
266982,Funeral Arranger Training Course - CPD Accredited,https://www.reed.co.uk/courses/funeral-arranger-training-course-cpd-accredited/266982#/courses/discount?pageno=4&sortby=MostPopular,One Education,41,41 students purchased this course,12.0,199.0,yes,no,no,missing,missing
244178,Safeguarding Children Certificate - CPD Certified,https://www.reed.co.uk/courses/safeguarding-children-certificate-cpd-certified/244178#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,52,52 students purchased this course,10.0,299.0,yes,no,no,missing,missing
247223,Life Coaching,https://www.reed.co.uk/courses/life-coaching/247223#/courses/discount?pageno=4&sortby=MostPopular,Inspire London College Ltd,141,141 students purchased this course,10.0,695.0,no,yes,no,Training Qualifications UK Ltd,Level 5 Diploma Life Coaching (Endorsed Diploma)
247544,Sales Management,https://www.reed.co.uk/courses/sales-management/247544#/courses/discount?pageno=4&sortby=MostPopular,Brentwood Open learning College,223,223 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Sales Management (Certificate of Achievement)
194973,"The Complete Sage 50 Accounting Diploma (Beginners, Intermediate & Advanced) - CPD",https://www.reed.co.uk/courses/the-complete-sage-50-accounting-diploma-beginners-intermediate-advanced-cpd/194973#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,0,"1,079 students purchased this course",39.0,697.0,yes,no,no,missing,missing
253772,SEN Teacher Training – Special Educational Needs,https://www.reed.co.uk/courses/sen-teacher-training--special-educational-needs/253772#/courses/discount?pageno=4&sortby=MostPopular,One Education,99,99 students purchased this course,10.0,199.0,yes,no,no,missing,missing
